# nonletter-usage migration ledger — the SHIPPED rule vs the three retired rules
# corpora=1504

## fleet ledger
retired_rule	total	preserved	coalesced	intentionally-moved	lost
punct.adjacency-anomaly	9354	1252	256	7846	0
lex.punct-only-token	4481	393	0	4088	0
punct.spacing-anomaly	27024	231	1418	25375	0
ALL	40859	1876	1674	37309	0

new_rule_findings_at_defaults	13709
lost_share	0.000000

## obligation (a) — adjacency findings that moved because sequence k = 2
# an old adjacency finding the rule declines at k=2 but WOULD emit at k=8:
# the pairing was already seen 2..7 times in this translation.
k2_specific_movers	908
share_of_adjacency_moved	0.115728
corpus	sid	pattern	context
jnjl	10	9	6	0	3	0	5	0	0	5	0	26	1	0	25	0	2
jpn1965	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jum	1	0	0	0	0	0	0	0	0	0	0	8	0	0	8	0	0
juy	6	0	0	0	0	0	0	0	0	0	0	16	0	1	15	0	0
jvnNT	0	0	0	0	0	0	13	0	0	13	0	13	0	0	13	0	0
kanirv	16	27	3	0	24	0	0	0	0	0	0	121	1	5	115	0	2
kanokcv	4	0	0	0	0	0	0	0	0	0	0	7	0	2	5	0	0
kans	11	17	2	0	15	0	0	0	0	0	0	58	0	0	58	0	4
kaqNT	6	0	0	0	0	0	0	0	0	0	0	6	0	0	6	0	0
kbcNT	3	0	0	0	0	0	0	0	0	0	0	11	0	0	11	0	0
kbh	4	8	1	0	7	0	0	0	0	0	0	4	0	3	1	0	0
kbm	6	0	0	0	0	0	0	0	0	0	0	3	0	1	2	0	0
kbq	7	0	0	0	0	0	0	0	0	0	0	23	0	0	23	0	0
kca	10	0	0	0	0	0	0	0	0	0	0	7	0	2	5	0	0
kdc	6	2	1	1	0	0	0	0	0	0	0	7	0	0	7	0	0
kdc2014	6	2	1	1	0	0	0	0	0	0	0	7	0	0	7	0	0
kde	3	6	0	0	6	0	6	0	0	6	0	16	0	0	16	0	0
kdl	1	0	0	0	0	0	3	0	0	3	0	2	0	0	2	0	0
kdlNT	5	7	2	0	5	0	13	0	0	13	0	21	0	0	21	0	0
kekNT	5	0	0	0	0	0	0	0	0	0	0	12	0	0	12	0	0
kenNT	7	1	1	0	0	0	0	0	0	0	0	28	0	2	26	0	0
kew	7	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
kfcp	7	0	0	0	0	0	0	0	0	0	0	20	0	3	17	0	0
kff	9	0	0	0	0	0	0	0	0	0	0	17	0	4	13	0	0
kfw	10	0	0	0	0	0	0	0	0	0	0	17	0	1	16	0	0
kgf	9	1	0	0	1	0	0	0	0	0	0	5	0	0	5	0	0
kgkNT	3	0	0	0	0	0	2	0	0	2	0	9	0	0	9	0	0
kgpNT	3	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
khj	7	5	0	0	5	0	0	0	0	0	0	12	0	1	11	0	0
khs	14	13	4	0	9	0	0	0	0	0	0	19	0	1	18	0	0
khz	9	0	0	0	0	0	0	0	0	0	0	5	0	2	3	0	0
kij	32	20	1	1	18	0	9	4	0	5	0	26	0	0	26	0	0
kik	8	0	0	0	0	0	8	0	0	8	0	11	0	0	11	0	0
kiw	1	1	0	0	1	0	0	0	0	0	0	18	0	0	18	0	0
kiz	17	3	1	0	2	0	2	0	0	2	0	25	0	1	24	0	0
kjeNT	2	2	0	0	2	0	11	0	0	11	0	5	0	0	5	0	2
kjs	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
kkc	5	0	0	0	0	0	10	0	0	10	0	4	0	0	4	0	0
kkl	8	2	0	1	1	0	2	1	0	1	0	12	0	0	12	0	0
klg	4	1	1	0	0	0	0	0	0	0	0	23	0	1	22	0	0
klt	7	0	0	0	0	0	0	0	0	0	0	10	0	0	10	0	0
klv	3	0	0	0	0	0	0	0	0	0	0	22	0	0	22	0	0
kmg	11	0	0	0	0	0	8	0	0	8	0	41	0	2	39	0	0
kmh	6	0	0	0	0	0	1	0	0	1	0	24	0	0	24	0	0
kmh-m	5	0	0	0	0	0	0	0	0	0	0	16	0	0	16	0	0
kmk	3	0	0	0	0	0	0	0	0	0	0	16	0	0	16	0	0
kmo	8	2	2	0	0	0	4	0	0	4	0	19	0	0	19	0	0
kms	7	0	0	0	0	0	0	0	0	0	0	17	0	1	16	0	0
kmu	8	8	1	1	6	0	0	0	0	0	0	3	0	1	2	0	0
kne	9	0	0	0	0	0	2	2	0	0	0	13	0	1	12	0	0
knf	3	0	0	0	0	0	8	0	0	8	0	25	0	1	24	0	0
knjNT	8	1	0	0	1	0	4	0	0	4	0	2	0	0	2	0	0
knv-aramia	3	0	0	0	0	0	0	0	0	0	0	6	0	0	6	0	0
knv-fly_river	5	0	0	0	0	0	0	0	0	0	0	8	0	0	8	0	0
kor	7	0	0	0	0	0	37	2	0	35	0	20	0	3	17	0	0
kos	9	2	1	0	1	0	59	0	0	59	0	7	1	1	5	0	0
kpf	8	2	1	1	0	0	6	1	0	5	0	6	0	0	6	0	0
kpg	19	0	0	0	0	0	8	2	0	6	0	3	0	3	0	0	0
kpjNT	4	1	0	0	1	0	0	0	0	0	0	3	0	1	2	0	0
kpr	13	2	2	0	0	0	0	0	0	0	0	5	0	0	5	0	0
kpw	4	3	0	0	3	0	0	0	0	0	0	15	0	0	15	0	0
kpx	8	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0
kqa	2	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0
kqc	18	1	1	0	0	0	2	2	0	0	0	29	0	4	25	0	0
kqf	7	0	0	0	0	0	0	0	0	0	0	10	0	0	10	0	0
kql	7	11	0	0	11	0	0	0	0	0	0	12	0	0	12	0	0
kqw	8	0	0	0	0	0	5	0	0	5	0	5	0	3	2	0	0
krh	5	0	0	0	0	0	0	0	0	0	0	11	0	1	10	0	0
ksd	16	25	2	0	23	0	23	0	0	23	0	6	0	1	5	0	0
ksj	12	5	1	0	4	0	3	0	0	3	0	18	0	1	17	0	0
ksr	11	0	0	0	0	0	20	0	0	20	0	15	0	0	15	0	0
ktm	5	0	0	0	0	0	0	0	0	0	0	15	0	1	14	0	0
kto	5	0	0	0	0	0	5	0	0	5	0	24	0	0	24	0	0
kud	10	2	0	0	2	0	3	0	0	3	0	15	0	0	15	0	0
kud2014	10	2	0	0	2	0	3	0	0	3	0	15	0	0	15	0	0
kue	5	0	0	0	0	0	0	0	0	0	0	19	0	0	19	0	0
kup	11	0	0	0	0	0	15	2	0	13	0	2	0	0	2	0	0
kvg	3	0	0	0	0	0	0	0	0	0	0	6	0	0	6	0	0
kvnNT	2	0	0	0	0	0	12	0	0	12	0	2	0	0	2	0	0
kwd	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kwf	8	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0
kwi	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kwj	8	1	1	0	0	0	4	0	0	4	0	9	0	0	9	0	0
kwo	4	0	0	0	0	0	0	0	0	0	0	13	0	0	13	0	0
kxv	9	0	0	0	0	0	0	0	0	0	0	15	0	2	13	0	0
kxw	3	0	0	0	0	0	0	0	0	0	0	33	0	0	33	0	0
kyc	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kyf	7	0	0	0	0	0	1	1	0	0	0	23	0	0	23	0	0
kyg	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kyq	5	0	0	0	0	0	5	0	0	5	0	30	0	2	28	0	0
kyzNT	6	0	0	0	0	0	0	0	0	0	0	22	0	0	22	0	0
kze	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lacNT	8	2	1	0	1	0	0	0	0	0	0	32	1	0	31	0	0
lag	12	0	0	0	0	0	14	0	0	14	0	10	0	2	8	0	0
latVUC	3	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0
lbb	6	0	0	0	0	0	0	0	0	0	0	12	0	2	10	0	0
lbk	4	0	0	0	0	0	7	0	0	7	0	14	0	0	14	0	0
lbm	2	0	0	0	0	0	0	0	0	0	0	5	0	1	4	0	0
lcm	13	1	1	0	0	0	1	1	0	0	0	12	0	0	12	0	0
ldb	1	0	0	0	0	0	7	0	0	7	0	18	0	0	18	0	0
leu	6	1	0	1	0	0	0	0	0	0	0	36	0	0	36	0	0
lex	9	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
lga	11	5	2	1	2	0	0	0	0	0	0	8	0	0	8	0	2
lgl	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lid	5	1	0	1	0	0	11	0	0	11	0	14	0	0	14	0	0
lifNT	6	1	0	1	0	0	0	0	0	0	0	38	0	0	38	0	0
lifNT2	4	1	0	1	0	0	0	0	0	0	0	32	0	0	32	0	0
lin	5	0	0	0	0	0	19	0	0	19	0	8	0	2	6	0	0
lit	21	1	1	0	0	0	1	0	0	1	0	25	0	6	19	0	0
litb	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
llg	9	3	1	0	2	0	0	0	0	0	0	4	0	1	3	0	2
lth	2	0	0	0	0	0	0	0	0	0	0	11	0	1	10	0	0
lug	5	0	0	0	0	0	0	0	0	0	0	17	0	2	15	0	0
luo	11	0	0	0	0	0	17	1	0	16	0	5	0	1	4	0	0
lww	4	6	0	0	6	0	0	0	0	0	0	1	0	0	1	0	2
lyn	11	4	2	0	2	0	7	0	0	7	0	43	0	4	39	0	2
maaNT	4	10	0	0	10	0	0	0	0	0	0	1	0	1	0	0	0
majNT	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mal	9	29	1	0	28	0	0	0	0	0	0	32	0	0	32	0	0
mal2015	11	1	1	0	0	0	0	0	0	0	0	11	0	0	11	0	0
malc	5	0	0	0	0	0	1	1	0	0	0	12	0	3	9	0	0
mamC	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0
mamNT	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
maqNT	6	12	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
mar	1	0	0	0	0	0	0	0	0	0	0	11	0	0	11	0	0
marc	7	0	0	0	0	0	1	0	0	1	0	6	0	2	4	0	0
mauNT	5	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
mavNT	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mazNT	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mbbOT	9	0	0	0	0	0	0	0	0	0	0	19	0	1	18	0	0
mbcNT	4	1	1	0	0	0	4	0	0	4	0	3	0	0	3	0	0
mbh	3	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0
mbjNT	3	0	0	0	0	0	17	0	0	17	0	3	0	0	3	0	0
mblNT	10	4	1	0	3	0	0	0	0	0	0	1	1	0	0	0	0
mbs	1	0	0	0	0	0	16	0	0	16	0	18	0	0	18	0	0
mbtNT	7	0	0	0	0	0	0	0	0	0	0	16	0	0	16	0	0
mbu	8	0	0	0	0	0	6	0	0	6	0	21	0	5	16	0	0
mca	7	1	0	0	1	0	0	0	0	0	0	8	0	4	4	0	0
mcbNT	3	1	1	0	0	0	0	0	0	0	0	21	0	0	21	0	0
mcdNT	10	0	0	0	0	0	0	0	0	0	0	6	0	0	6	0	0
mcfNT	5	1	1	0	0	0	0	0	0	0	0	6	0	0	6	0	0
mcoNT	3	1	0	0	1	0	0	0	0	0	0	12	0	0	12	0	0
mcp	5	0	0	0	0	0	0	0	0	0	0	25	1	1	23	0	0
mcq	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mcr	3	0	0	0	0	0	0	0	0	0	0	17	0	0	17	0	0
mdybse	7	1	1	0	0	0	0	0	0	0	0	17	1	0	16	0	0
mdyeth	6	8	3	0	5	0	12	0	0	12	0	6	1	3	2	0	1
med	12	3	1	0	2	0	4	0	0	4	0	10	0	0	10	0	2
mee	4	1	0	1	0	0	11	1	0	10	0	12	0	1	11	0	0
mek	5	0	0	0	0	0	2	2	0	0	0	20	0	0	20	0	0
meq	4	0	0	0	0	0	15	0	0	15	0	3	0	0	3	0	0
met	15	2	1	1	0	0	0	0	0	0	0	34	1	1	32	0	0
meu	14	2	1	0	1	0	34	0	0	34	0	69	0	7	62	0	0
mey	0	0	0	0	0	0	0	0	0	0	0	20	0	0	20	0	0
mfm	11	2	2	0	0	0	0	0	0	0	0	22	0	5	17	0	0
mfo	5	2	2	0	0	0	0	0	0	0	0	8	0	0	8	0	0
mfxe	16	0	0	0	0	0	2	0	0	2	0	23	0	1	22	0	0
mfxl	2	0	0	0	0	0	2	0	0	2	0	18	0	0	18	0	0
mgc	9	1	0	0	1	0	0	0	0	0	0	7	0	1	6	0	0
mgh	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mgh2016	9	3	1	1	1	0	0	0	0	0	0	7	0	0	7	0	0
mgj	8	0	0	0	0	0	3	0	0	3	0	18	0	1	17	0	0
mgv	12	1	0	1	0	0	0	0	0	0	0	31	0	2	29	0	0
mgw	4	3	1	1	1	0	0	0	0	0	0	20	0	0	20	0	0
mhl	8	0	0	0	0	0	1	0	0	1	0	9	0	0	9	0	0
mibNT	1	0	0	0	0	0	0	0	0	0	0	14	0	0	14	0	0
micMIQNT	5	2	0	0	2	0	4	0	0	4	0	23	0	1	22	0	2
mieNT	1	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0
migNT	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mihNT	3	2	0	0	2	0	0	0	0	0	0	15	0	0	15	0	0
milNT	2	4	0	0	4	0	0	0	0	0	0	24	1	2	21	0	0
mioNT	6	1	0	0	1	0	0	0	0	0	0	13	0	0	13	0	0
mirNT	4	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0
mitNT	1	1	0	0	1	0	0	0	0	0	0	40	0	1	39	0	0
mizNT	1	11	0	0	11	0	0	0	0	0	0	12	0	1	11	0	0
mjcNT	14	9	2	0	7	0	0	0	0	0	0	13	1	3	9	0	0
mkj	7	1	1	0	0	0	1	0	0	1	0	30	0	1	29	0	0
mkl	3	0	0	0	0	0	0	0	0	0	0	14	0	0	14	0	0
mkn	11	0	0	0	0	0	0	0	0	0	0	29	0	1	28	0	0
mksNT	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mkw	9	5	1	0	4	0	18	0	0	18	0	49	0	1	48	0	4
mle	3	1	0	1	0	0	0	0	0	0	0	14	0	0	14	0	0
mlh	8	0	0	0	0	0	1	0	0	1	0	9	0	0	9	0	0
mlp	2	0	0	0	0	0	18	0	0	18	0	4	0	0	4	0	0
mmo	13	0	0	0	0	0	0	0	0	0	0	8	0	0	8	0	0
mmx	7	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
mna	5	2	1	1	0	0	8	0	0	8	0	17	0	0	17	0	0
mni	8	2	0	0	2	0	1	0	0	1	0	23	0	2	21	0	2
mopNT	3	3	1	0	2	0	0	0	0	0	0	1	0	0	1	0	2
mox	6	0	0	0	0	0	2	0	0	2	0	7	0	0	7	0	0
mpa	3	0	0	0	0	0	0	0	0	0	0	30	0	0	30	0	0
mph	2	0	0	0	0	0	0	0	0	0	0	11	0	0	11	0	0
mpj	1	6	0	0	6	0	0	0	0	0	0	5	0	0	5	0	0
mpmNT	2	0	0	0	0	0	0	0	0	0	0	15	0	0	15	0	0
mpp	8	0	0	0	0	0	0	0	0	0	0	10	0	1	9	0	0
mps	13	10	0	0	10	0	1	0	0	1	0	10	0	0	10	0	6
mpt	3	0	0	0	0	0	3	0	0	3	0	1	0	0	1	0	0
mpx	11	0	0	0	0	0	0	0	0	0	0	21	0	2	19	0	0
mqbNT	2	0	0	0	0	0	16	0	0	16	0	3	0	0	3	0	0
mqjNT	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mri	6	0	0	0	0	0	0	0	0	0	0	23	0	0	23	0	0
mri2012	3	0	0	0	0	0	0	0	0	0	0	11	1	1	9	0	0
msb	0	0	0	0	0	0	0	0	0	0	0	22	0	0	22	0	0
msc	5	0	0	0	0	0	0	0	0	0	0	7	0	1	6	0	0
msk	13	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
msmNT	7	2	0	0	2	0	1	1	0	0	0	15	0	0	15	0	2
msy	14	1	0	0	1	0	0	0	0	0	0	14	0	0	14	0	0
msy2020	5	0	0	0	0	0	0	0	0	0	0	13	0	0	13	0	0
mti	6	1	0	0	1	0	0	0	0	0	0	37	0	0	37	0	0
mtoNT	3	2	0	0	2	0	0	0	0	0	0	13	0	3	10	0	0
mux	16	0	0	0	0	0	0	0	0	0	0	14	0	5	9	0	0
muy	4	0	0	0	0	0	19	0	0	19	0	15	0	2	13	0	0
mva	6	2	0	2	0	0	0	0	0	0	0	2	0	0	2	0	0
mvn	17	0	0	0	0	0	2	2	0	0	0	6	0	0	6	0	0
mwc	10	1	1	0	0	0	0	0	0	0	0	16	0	0	16	0	0
mwe	8	1	1	0	0	0	0	0	0	0	0	20	0	0	20	0	0
mwf2018	5	1	1	0	0	0	0	0	0	0	0	8	0	0	8	0	0
mwp	7	10	1	0	9	0	0	0	0	0	0	18	1	0	17	0	0
mxbNT	6	3	1	0	2	0	0	0	0	0	0	3	0	1	2	0	0
mxm	3	0	0	0	0	0	0	0	0	0	0	13	0	0	13	0	0
mxpNT	3	10	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
mxqNT	3	11	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
mxtNT	9	1	0	0	1	0	0	0	0	0	0	8	0	0	8	0	0
mya	15	38	1	1	36	0	7	0	0	7	0	65	0	1	64	0	0
myajvb	7	77	3	0	74	0	68	0	0	68	0	163	0	0	163	0	0
myk	10	0	0	0	0	0	14	0	0	14	0	19	0	0	19	0	0
myu	8	1	0	0	1	0	2	2	0	0	0	12	0	1	11	0	0
myw	10	1	1	0	0	0	0	0	0	0	0	16	0	1	15	0	0
myy	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mzq	3	0	0	0	0	0	2	0	0	2	0	7	0	0	7	0	0
mzz	5	10	1	1	8	0	0	0	0	0	0	13	0	0	13	0	0
nabNT	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0
naf	8	2	0	0	2	0	0	0	0	0	0	9	0	0	9	0	2
nag	4	1	0	0	1	0	1	0	0	1	0	34	0	1	33	0	0
nak	0	0	0	0	0	0	8	0	0	8	0	10	0	0	10	0	0
nal	3	0	0	0	0	0	0	0	0	0	0	13	0	0	13	0	0
nas	3	0	0	0	0	0	2	0	0	2	0	4	0	0	4	0	0
nbq	3	0	0	0	0	0	3	0	0	3	0	7	0	0	7	0	0
nca	4	0	0	0	0	0	15	0	0	15	0	11	0	0	11	0	0
nce	4	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
ncf	7	1	1	0	0	0	0	0	0	0	0	14	0	0	14	0	0
nchBl	6	5	0	0	5	0	0	0	0	0	0	20	0	0	20	0	0
ncjNT	4	4	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
nclNT	7	3	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0
ncr	1	0	0	0	0	0	6	0	0	6	0	29	0	0	29	0	0
ncuNT	1	6	0	0	6	0	18	0	0	18	0	0	0	0	0	0	0
nde	4	0	0	0	0	0	17	0	0	17	0	9	0	1	8	0	0
ndg	17	3	2	0	1	0	2	2	0	0	0	23	0	1	22	0	0
ndj	7	13	2	1	10	0	0	0	0	0	0	9	0	0	9	0	2
nfa	6	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0
ngp	5	4	3	0	1	0	0	0	0	0	0	15	0	0	15	0	0
nguNT	1	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
nheBl	14	1	1	0	0	0	0	0	0	0	0	37	0	0	37	0	0
nheNT	3	1	0	0	1	0	0	0	0	0	0	30	0	2	28	0	0
nhgNT	8	0	0	0	0	0	4	0	0	4	0	11	1	0	10	0	0
nhiNT	4	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0
nho	6	0	0	0	0	0	1	0	0	1	0	12	0	0	12	0	0
nhr	8	1	0	1	0	0	0	0	0	0	0	26	0	0	26	0	0
nhuNT	4	0	0	0	0	0	7	0	0	7	0	7	0	0	7	0	0
nhwBl	12	2	0	0	2	0	0	0	0	0	0	56	0	0	56	0	2
nhyNT	7	0	0	0	0	0	0	0	0	0	0	11	0	0	11	0	0
nif	3	0	0	0	0	0	0	0	0	0	0	26	0	2	24	0	0
nii	7	0	0	0	0	0	0	0	0	0	0	28	0	0	28	0	0
ninNT	5	0	0	0	0	0	15	0	0	15	0	28	0	0	28	0	0
nit	6	0	0	0	0	0	0	0	0	0	0	16	0	0	16	0	0
njd	0	0	0	0	0	0	0	0	0	0	0	10	0	0	10	0	0
nkn	3	0	0	0	0	0	2	1	0	1	0	20	0	1	19	0	0
nkoNT	9	0	0	0	0	0	0	0	0	0	0	32	0	0	32	0	0
nld	0	0	0	0	0	0	0	0	0	0	0	13	0	0	13	0	0
nld1939	9	17	2	1	14	0	0	0	0	0	0	36	0	4	32	0	0
nldgbv	3	0	0	0	0	0	0	0	0	0	0	24	0	1	23	0	0
nldnbg	7	2	0	0	2	0	81	1	0	80	0	23	0	0	23	0	0
nlg	27	10	6	1	3	0	0	0	0	0	0	14	0	0	14	0	0
nmws	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nmx	5	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0
nna	8	8	0	0	8	0	8	0	0	8	0	67	0	0	67	0	0
nnq	4	0	0	0	0	0	0	0	0	0	0	10	0	0	10	0	0
noaE	7	0	0	0	0	0	16	0	0	16	0	10	0	0	10	0	0
noaH	7	0	0	0	0	0	16	0	0	16	0	12	0	0	12	0	0
noblb	13	0	0	0	0	0	1	1	0	0	0	9	0	0	9	0	0
nop	12	2	2	0	0	0	2	0	0	2	0	2	0	0	2	0	0
notNT	8	0	0	0	0	0	0	0	0	0	0	16	0	1	15	0	0
nou	6	0	0	0	0	0	1	1	0	0	0	22	0	0	22	0	0
npioncb	6	0	0	0	0	0	1	0	0	1	0	17	0	2	15	0	0
npiulb	24	4	1	1	2	0	7	2	0	5	0	132	0	4	128	0	2
nplNT	10	2	2	0	0	0	0	0	0	0	0	7	1	0	6	0	0
nrz	9	0	0	0	0	0	0	0	0	0	0	12	0	1	11	0	0
nsn	4	0	0	0	0	0	4	0	0	4	0	7	0	1	6	0	0
nss	12	0	0	0	0	0	0	0	0	0	0	34	0	5	29	0	0
ntj	7	0	0	0	0	0	0	0	0	0	0	14	0	2	12	0	0
ntpNT	9	2	1	0	1	0	0	0	0	0	0	3	0	3	0	0	0
ntu	19	2	0	0	2	0	0	0	0	0	0	2	0	2	0	0	2
nuq	3	2	0	0	2	0	1	0	0	1	0	15	0	0	15	0	0
nuy	3	1	0	0	1	0	0	0	0	0	0	25	0	0	25	0	0
nvm	1	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0
nwi	8	0	0	0	0	0	0	0	0	0	0	15	0	2	13	0	0
nww	0	0	0	0	0	0	0	0	0	0	0	7	0	0	7	0	0
nya	16	0	0	0	0	0	1	1	0	0	0	7	0	0	7	0	0
nys	12	0	0	0	0	0	0	0	0	0	0	23	0	0	23	0	0
oboNT	2	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0
okv	5	1	1	0	0	0	12	0	0	12	0	9	0	0	9	0	0
okvh	4	1	1	0	0	0	0	0	0	0	0	7	0	0	7	0	0
omb	10	0	0	0	0	0	0	0	0	0	0	16	0	2	14	0	0
omw	2	0	0	0	0	0	0	0	0	0	0	8	0	0	8	0	0
omw-a	3	1	0	0	1	0	0	0	0	0	0	2	0	0	2	0	0
ong	13	1	0	1	0	0	7	1	0	6	0	4	0	2	2	0	0
ons	8	2	2	0	0	0	0	0	0	0	0	24	0	0	24	0	0
oodNT	4	0	0	0	0	0	13	0	0	13	0	6	0	1	5	0	0
opm	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ory	6	0	0	0	0	0	0	0	0	0	0	11	0	1	10	0	0
oteNT	6	5	0	0	5	0	0	0	0	0	0	19	0	1	18	0	0
otmNT	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otnNT	9	0	0	0	0	0	0	0	0	0	0	5	2	0	3	0	0
otqNT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otsNT	9	2	0	0	2	0	0	0	0	0	0	5	0	0	5	0	2
oyde	14	0	0	0	0	0	2	0	0	2	0	25	0	1	24	0	0
oydl	6	0	0	0	0	0	2	0	0	2	0	29	0	2	27	0	0
pabNT	10	0	0	0	0	0	0	0	0	0	0	10	0	1	9	0	0
padNT	3	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0
pahNT	1	0	0	0	0	0	6	0	0	6	0	8	0	0	8	0	0
pan	7	10	3	0	7	0	0	0	0	0	0	1	0	1	0	0	0
paoNT	4	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
pdo	11	0	0	0	0	0	2	2	0	0	0	10	0	0	10	0	0
peg	3	0	0	0	0	0	0	0	0	0	0	19	0	2	17	0	0
pesOPV	13	1	0	0	1	0	1	1	0	0	0	34	0	4	30	0	0
pesopcb	12	4	0	0	4	0	0	0	0	0	0	20	0	1	19	0	0
pibNT	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
pioNT	3	2	0	0	2	0	0	0	0	0	0	8	0	0	8	0	0
pirNT	2	0	0	0	0	0	13	0	0	13	0	1	0	0	1	0	0
piu2006	4	2	0	0	2	0	0	0	0	0	0	23	0	0	23	0	2
pjt	12	0	0	0	0	0	0	0	0	0	0	9	0	0	9	0	0
plj	20	3	0	3	0	0	16	0	0	16	0	12	0	4	8	0	0
pll	8	0	0	0	0	0	0	0	0	0	0	14	0	0	14	0	0
plsNT	4	0	0	0	0	0	0	0	0	0	0	10	0	0	10	0	0
plu	2	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
pma	12	2	0	0	2	0	3	1	0	2	0	2	0	0	2	0	0
poeNT	12	2	1	0	1	0	0	0	0	0	0	3	0	2	1	0	0
pohNT	2	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
poiNT	7	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
polsz	11	6	0	0	6	0	0	0	0	0	0	9	0	0	9	0	4
polubg	1	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0
pon	10	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
pon-pdn	9	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
pon2006	22	5	0	1	4	0	15	0	0	15	0	37	0	5	32	0	0
pon2006a	35	4	0	1	3	0	31	0	0	31	0	50	0	5	45	0	0
porblt	12	9	3	0	6	0	0	0	0	0	0	7	0	0	7	0	2
porbr2018	10	18	2	0	16	0	5	0	0	5	0	229	1	2	226	0	0
porbrbsl	14	0	0	0	0	0	0	0	0	0	0	38	0	2	36	0	0
poronbv	6	3	1	0	2	0	5	0	0	5	0	3	0	0	3	0	2
portft	42	29	4	1	24	0	4	2	0	2	0	115	0	4	111	0	10
poy	8	3	0	1	2	0	0	0	0	0	0	12	0	0	12	0	2
ppo	2	5	0	0	5	0	0	0	0	0	0	13	0	2	11	0	0
prfNT	5	0	0	0	0	0	0	0	0	0	0	20	0	0	20	0	0
priNT	14	1	0	0	1	0	15	0	0	15	0	30	0	0	30	0	0
ptp	4	0	0	0	0	0	0	0	0	0	0	25	0	0	25	0	0
ptu	1	0	0	0	0	0	0	0	0	0	0	7	0	0	7	0	0
pub	2	0	0	0	0	0	1	1	0	0	0	3	0	0	3	0	0
puu	4	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0
